Time,"Decision String","Job Id","Object Id","Job Type Name","Decision Data","Escalation Queue",Event,"Impression Id","Is From Supernova","Logger Extra Data","Logger Potential Error","Object Attributes","Piranha Job Type","Prev Queue Group Id","Prev Queue Group Name","Queue Group Id","Queue Group Name","Queue Name",Renderer,"Review Id","Review Type","Review Violation Type","Review Workflow Id","Review Workflow Name",Tags,"Thread Id","User Location","Video Container Type","Worker Type"
1555480691,null,277935629775922,2509665929104615,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_action_highrisk"",""obs_sexual_removingclothes"",""comp_product_image""]}",null,job_decision_success,0t8DlQM0HKv4oohdY,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480655,null,2043285092451048,2203520063020258,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_lowrisk"",""obs_sexual_sidebreast_underbreast"",""comp_product_image""]}",null,job_decision_success,0TgOpoMG8WYWh17We,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480637,null,816007858761962,1975596185882840,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_lowrisk"",""obs_sexual_sidebreast_underbreast"",""comp_product_image""]}",null,job_decision_success,0xujIsET9EeelHbOo,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480625,null,170895200502631,2213695578721287,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_seethrough"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0CMv6Yz9xSDxzKGRh,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"Cognizant, Hyderabad",null,Outsource
1555480608,null,279737742961979,2134262923354478,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_thong_butt"",""comp_product_image""]}",null,job_decision_success,0cgCQvMiei62lvudG,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480607,null,263062827916229,2754037527944872,Q_CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_image"",""comp_product_title""]}",null,job_decision_success,0qs87ZjLPfX6bZ7LE,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,consistency,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480521,null,765305723851166,2478816412128520,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_blurredbodypart"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0XC1tuxzD8VMTbfOP,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480352,null,2164692217176921,2227668110623527,Q_CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_image""]}",null,job_decision_success,0PDERqfjIktAAoIpG,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,consistency,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480322,null,322120188503885,2195210507224155,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_image""]}",null,job_decision_success,0L8HjaPzKYeEaq2xn,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555480284,null,2823364637736124,1911265615600290,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0FF8P2XnQMXPxCzQu,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"Cognizant, Kuala Lumpur",null,Outsource
