Time,"Decision String","Job Id","Object Id","Job Type Name","Decision Data","Escalation Queue",Event,"Impression Id","Is From Supernova","Logger Extra Data","Logger Potential Error","Object Attributes","Piranha Job Type","Prev Queue Group Id","Prev Queue Group Name","Queue Group Id","Queue Group Name","Queue Name",Renderer,"Review Id","Review Type","Review Violation Type","Review Workflow Id","Review Workflow Name",Tags,"Thread Id","User Location","Video Container Type","Worker Type"
1555409003,null,448804719193751,2070556876399792,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0zEq22wPu63aKv3IF,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408970,null,567683753638319,2156877307762133,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""COMP_FLAG_SUITABLE_FOR_ALL"",""obs_nudity_art_incidental"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0SoWg7kuz16qbOgll,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408863,null,2107063016042373,2613170328757612,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0vmMhAEF8kuoXlQfw,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408853,null,2621369794750381,2317900274938726,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_seethrough"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0jq7hEwS9kyM0V8BJ,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408829,null,405291810248597,2359759710722451,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_blurredbodypart"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0btFZUPjjUFgzF9R1,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408815,null,280599009482911,2361511850567835,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_action_highrisk"",""obs_sexual_removingclothes"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0Xj2ElcUpSZmWE7MF,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408803,null,430386900862468,1752296004871613,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_highlight"",""comp_product_image""]}",null,job_decision_success,0Nl0A3pdmQU5zjn8D,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"Arvato, Berlin",null,Outsource
1555408784,null,582632818908865,2419416694737378,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_action_lowrisk"",""obs_sexual_licking_biting"",""comp_product_image""]}",null,job_decision_success,0WROwHQOwfXW1loMH,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"Cognizant, Hyderabad",null,Outsource
1555408760,null,2434212003257575,2063784617067590,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_blurredbodypart"",""comp_product_image""]}",null,job_decision_success,0TCGCW7pDadYdJDBb,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"Cognizant, Hyderabad",null,Outsource
1555408688,null,971480989909357,2183436455068578,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_image""]}",null,job_decision_success,0HIKzXwEr8W2LwdcT,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408620,null,403016906915370,2064613483655438,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_action_highrisk"",""obs_sexual_removingclothes"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0MmNlUC7cP9vy1KUq,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408614,null,325999644776941,2028325950628596,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_lowrisk"",""obs_sexual_sidebreast_underbreast"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0IHZ7p8gXRdBbZVMl,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408573,null,673170916453786,2578151375590622,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_lowrisk"",""obs_sexual_sidebreast_underbreast"",""comp_product_image""]}",null,job_decision_success,0DN1hFEjpzgiqovyd,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408543,null,804212863268344,2192126177500972,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_action_highrisk"",""obs_sexual_groping"",""comp_product_image""]}",null,job_decision_success,0fg86jrrgRXoejOJB,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408420,null,928920450611933,2414765921890823,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_blurredbodypart"",""comp_product_image""]}",null,job_decision_success,0NKVmk5TG4YeNp5Gu,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408412,null,853779528316930,2163285080455557,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_image""]}",null,job_decision_success,0UOKG1Xufxoc7K52S,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408397,null,453046918769477,2219699798053092,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_highrisk"",""obs_sexual_blurredbodypart"",""comp_product_image"",""comp_product_title""]}",null,job_decision_success,0YDALb2WXx7DKSejk,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408390,null,572841413208030,2159697137449449,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_partialnudity_lowrisk"",""obs_sexual_sidebreast_underbreast"",""comp_product_image""]}",null,job_decision_success,0CrCEI1L9Q1z8qx45,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408389,null,413372856160226,2603355329738863,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_action_highrisk"",""obs_sexual_impliedact"",""comp_product_image"",""comp_product_title""]}",null,job_decision_success,04XQtQVJ6zT8athbe,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408251,null,552318395175741,2342592342425947,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_breast_focus"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,00TFQi6t5uPD9b30C,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408230,null,1021614001361658,2401023326626817,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_action_highrisk"",""obs_sexual_phallicobject"",""comp_product_image"",""comp_product_title""]}",null,job_decision_success,0XfTs8SV1VOQr71Ep,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408229,null,657600818033130,2111441568970948,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_focus_lowrisk"",""obs_sexual_pelvis_focus"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0vA7iHliG8t3ZFaqH,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408081,null,396131111116130,2370850346279517,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_explicit_mannequin"",""obs_nudity_art_incidental"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0xucSneDedAbeivH7,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
1555408073,null,427933591324737,2763964620343234,CROW_GENERIC_LABELING,"{""tags"":[""obs_sexual"",""rep_sexual"",""pil_sexual_explicit_mannequin"",""obs_nudity_art_incidental"",""comp_product_title"",""comp_product_image""]}",null,job_decision_success,0rzq56gu65GXldvup,0,allow_multiple_review:1:already_reviewed:0,-,fbtype:2288,null,null,null,382401612444908,BI_COMMERCE_MARKETPLACE_ENFORCEMENT,"[Commerce] [Marketplace] Proactive - Product",null,null,unknown,null,null,null,-,null,"WiPro, Cebu City",null,Outsource
